0.2,9.78,9.78,9.8,9.78,9.78,9.784
0.3,9.73,9.71,9.71,9.72,9.7,9.714
0.4,9.75,9.75,9.75,9.75,9.75,9.75
0.5,9.77,9.78,9.77,9.76,9.77,9.77
0.6,9.81,9.81,9.81,9.81,9.8,9.808
